from	to
AR	EGFR
EGFR	AR
GSK3A	GSK3B
GSK3A	TP53
GSK3B	AR
GSK3B	GSK3A
GSK3B	HIF1A
GSK3B	TP53
HIF1A	TP53
TGFA	EGFR
TGFA	GSK3A
TGFA	GSK3B
TP53	AR
TP53	EGFR
TP53	HIF1A
AR	KITLG
HIF1A	KITLG
TP53	KITLG
