from	to
CSF2	MAPK1
CSF2	PRKACB
CSF2	SDC2
CSF2	SMAD7
JUN	EGR1
JUN	MAPK1
JUN	SMAD7
JUN	SP1
MAPK1	EGR1
MAPK1	JUN
MAPK1	SDC2
MAPK1	SMAD1
MAPK1	SP1
PRKACB	EGR1
PRKACB	MAPK1
SDC2	JUN
SDC2	MAPK1
SMAD7	SMAD1
SP1	SMAD7
EGR1	SPP1
JUN	SPP1
SMAD1	SPP1
SP1	SPP1
