from	to
BDNF	CDK1
BDNF	MAPK8
BDNF	MTOR
BDNF	TP53
CDK1	EP300
CDK1	MAPK8
CDK1	TP53
EP300	TP53
MAPK8	HNF4A
MAPK8	STAT1
MAPK8	TP53
MTOR	STAT1
MTOR	TP53
TP53	CDK1
TP53	EP300
EP300	CX3CL1
HNF4A	CX3CL1
STAT1	CX3CL1
TP53	CX3CL1
