from	to
ANGPT1	NFKB1
EDN1	NFKB1
EDN1	SP1
EP300	EDN1
EP300	JUN
EP300	NFKB1
EP300	SP1
FGF13	JUN
JUN	EDN1
JUN	SP1
NFKB1	JUN
PRKAB1	EP300
VEGFA	ANGPT1
VEGFA	EDN1
VEGFA	FGF13
VEGFA	PRKAB1
EP300	IL1A
JUN	IL1A
NFKB1	IL1A
SP1	IL1A
