from	to
FGF2	HIF1A
FGF2	JUN
FGF7	JUN
FGF7	NFKB1
IL1B	FGF2
IL1B	FGF7
IL1B	NFKB1
IL1B	PTEN
JUN	PTEN
JUN	SP1
NFKB1	JUN
PTEN	SP1
HIF1A	PDGFB
JUN	PDGFB
NFKB1	PDGFB
SP1	PDGFB
