from	to
CSF2	NFKB1
CSF2	PRKACB
CSF2	SDC2
JUN	TP53
NFKB1	JUN
NFKB1	TP53
PRKACB	TP53
SDC2	JUN
SDC2	STAT1
TP53	NFKB1
JUN	IL1B
NFKB1	IL1B
STAT1	IL1B
TP53	IL1B
