from	to
AR	STAT1
HIF1A	TP53
IL2RG	STAT1
IL4	AR
IL4	HIF1A
IL4	IL2RG
STAT1	HIF1A
TP53	AR
TP53	HIF1A
AR	FGF2
HIF1A	FGF2
STAT1	FGF2
TP53	FGF2
