from	to
EGF	ERBB4
EGF	NFKB1
EGF	SKP2
EGF	STAT3
EP300	MYC
EP300	NFKB1
EP300	STAT3
ERBB4	MYC
MYC	NFKB1
NFKB1	MYC
SKP2	EP300
SKP2	MYC
STAT3	MYC
EP300	CXCL2
MYC	CXCL2
NFKB1	CXCL2
STAT3	CXCL2
