from	to
AKT1	JUN
AKT1	NFKB1
AKT1	SP1
AKT1	STAT3
JUN	EGR1
JUN	SP1
JUN	STAT3
LYN	JUN
LYN	NFKB1
LYN	PAG1
LYN	STAT3
NFKB1	JUN
PAG1	JUN
PDGFB	AKT1
PDGFB	LYN
PDGFB	PAG1
PDGFB	STAT3
STAT3	EGR1
EGR1	PDGFB
JUN	PDGFB
NFKB1	PDGFB
SP1	PDGFB
