from	to
EP300	JUN
EP300	NFKB1
EP300	RELA
EP300	YY1
ERBB2	NFKB1
ERBB2	PRKACA
ERBB2	RELA
NFKB1	JUN
NFKB1	RELA
NRG1	ERBB2
NRG1	NFKB1
NRG1	PRKACA
NRG1	YY1
PRKACA	EP300
PRKACA	ERBB2
PRKACA	NFKB1
PRKACA	RELA
RELA	JUN
RELA	NFKB1
YY1	JUN
EP300	CCL4
JUN	CCL4
NFKB1	CCL4
RELA	CCL4
