from	to
AR	ESR1
ESR1	AR
PIM1	AR
S100A6	ESR1
TNF	PIM1
TNF	S100A6
TNF	TP53
TP53	AR
TP53	ESR1
TP53	S100A6
AR	LIF
ESR1	LIF
TP53	LIF
