from	to
AR	JUN
FOXA1	AR
INS	FOXA1
INS	JUN
INS	PRKCI
JUN	SP1
NFKB1	JUN
PRKCI	NFKB1
PRKCI	SP1
AR	IL12B
JUN	IL12B
NFKB1	IL12B
SP1	IL12B
