from	to
CCNA2	RUNX1
EP300	NFKB1
EP300	RUNX1
IFNG	CCNA2
IFNG	EP300
IFNG	NFKB1
IFNG	STAT1
EP300	CCL3
NFKB1	CCL3
RUNX1	CCL3
STAT1	CCL3
