from	to
MAPK14	ESR1
MAPK14	HNF4A
MAPK14	SP1
MAPK14	TP53
S100A6	ESR1
TNF	MAPK14
TNF	S100A6
TNF	TP53
TNF	TXN
TP53	ESR1
TP53	S100A6
TXN	ESR1
TXN	SP1
ESR1	TGFA
HNF4A	TGFA
SP1	TGFA
TP53	TGFA
