from	to
BDNF	FOSB
BDNF	NFKB1
BDNF	NGFR
FOSB	AR
NFKB1	RELA
NGFR	NFKB1
NGFR	RELA
RELA	AR
RELA	NFKB1
AR	IL18
NFKB1	IL18
RELA	IL18
