from	to
AR	STAT1
CCR1	NFKB1
CXCL12	CCR1
CXCL12	MAP2K1
CXCL12	PIK3CG
CXCL12	STAT1
EP300	AR
EP300	NFKB1
MAP2K1	EP300
MAP2K1	PIK3CG
PIK3CG	AR
PIK3CG	MAP2K1
AR	IL16
EP300	IL16
NFKB1	IL16
STAT1	IL16
