from	to
BDNF	CDK1
BDNF	MAPK10
BDNF	PLCG1
BDNF	SRC
CDK1	E2F1
CDK1	MAPK10
CDK1	SP1
CDK1	SRC
E2F1	CDK1
E2F1	EGR1
ESR2	SRC
MAPK10	SP1
PLCG1	EGR1
PLCG1	SRC
SP1	E2F1
SRC	CDK1
SRC	ESR2
SRC	PLCG1
E2F1	PDGFA
EGR1	PDGFA
ESR2	PDGFA
SP1	PDGFA
