from	to
AKT1	AR
AKT1	NR3C1
AKT1	STAT3
AR	NR3C1
AR	STAT3
FER	AR
FER	STAT3
NR3C1	AR
PDGFD	AKT1
PDGFD	FER
PDGFD	STAT3
STAT3	AR
AR	CSF3
NR3C1	CSF3
STAT3	CSF3
