from	to
E2F1	AR
E2F1	MAPK14
E2F1	MYC
HGF	AR
HGF	INSR
HGF	MAPK14
HGF	MYC
INSR	E2F1
MAPK14	AR
MAPK14	ATF1
MAPK14	E2F1
MAPK14	MYC
MYC	E2F1
AR	TGFB2
ATF1	TGFB2
E2F1	TGFB2
MYC	TGFB2
