from	to
GAPDH	POU2F1
JUN	SP1
LTA	MAP3K1
LTA	MAP3K14
LTA	TNFRSF1A
MAP3K1	JUN
MAP3K1	MAP3K14
MAP3K1	RELA
MAP3K1	SP1
MAP3K14	GAPDH
MAP3K14	MAP3K1
MAP3K14	RELA
RELA	JUN
RELA	POU2F2
RELA	SP1
TNFRSF1A	MAP3K1
TNFRSF1A	MAP3K14
TNFRSF1A	RELA
JUN	SPP1
POU2F1	SPP1
POU2F2	SPP1
SP1	SPP1
