from	to
IFNG	STAT3
IFNG	TNF
IFNG	TP53
IFNG	TXN
IL12RB1	IFNG
IL12RB1	STAT3
IL12RB1	TNF
IL27	IFNG
IL27	IL12RB1
IL27	STAT3
SP1	TNF
STAT3	IFNG
STAT3	TNF
TNF	IFNG
TNF	STAT3
TNF	TFAP2A
TNF	TP53
TNF	TXN
TXN	SP1
TXN	TNF
SP1	HGF
STAT3	HGF
TFAP2A	HGF
TP53	HGF
