from	to
ACVR1B	SMAD2
ACVR1B	SMAD3
GDF11	ACVR1B
NR3C1	SMAD3
SMAD2	E2F4
SMAD2	SMAD3
SMAD3	E2F4
SMAD3	NR3C1
SMAD3	SMAD2
E2F4	CLCF1
NR3C1	CLCF1
