from	to
AR	ESR1
ATF2	ESR1
CXCL12	TP53
ESR1	AR
ESR1	CXCL12
FOSB	AR
IL17A	ATF2
IL17A	CXCL12
IL17A	FOSB
TP53	AR
TP53	ESR1
AR	LIF
ESR1	LIF
TP53	LIF
