from	to
AR	ESR1
ATF2	ESR1
ATF2	MAPK1
BMP2	ATF2
BMP2	MAPK1
BMP2	PTEN
E2F1	AR
ESR1	AR
ESR1	ESR2
ESR2	ESR1
MAPK1	AR
MAPK1	ATF2
MAPK1	E2F1
MAPK1	ESR1
MAPK1	ESR2
PTEN	AR
PTEN	E2F1
AR	EGF
E2F1	EGF
ESR1	EGF
ESR2	EGF
