from	to
CSF3	IL10
CSF3	STAT1
CSF3	TNF
IL10	NFKB1
IL10	STAT1
NFKB1	RELA
NFKB1	TNF
RELA	NFKB1
RELA	TNF
STAT1	IL10
STAT1	RELA
TNF	IL10
TNF	NFKB1
TNF	RELA
TNF	STAT1
NFKB1	CXCL10
RELA	CXCL10
STAT1	CXCL10
