from	to
EDNRA	EGF
EGF	MAPK3
EGF	STAT3
EGF	STAT5B
LTA	EDNRA
LTA	MAP3K14
LTA	TNFRSF1A
MAP3K14	MAPK3
MAP3K14	STAT3
MAPK3	EGF
MAPK3	MAP3K14
MAPK3	STAT3
MAPK3	STAT5A
TNFRSF1A	MAP3K14
TNFRSF1A	MAPK3
STAT3	OSM
STAT5A	OSM
STAT5B	OSM
