from	to
EDN1	EGF
EDN1	MAPK1
EDN1	SP1
EGF	CTCF
EGF	MAPK1
EGF	STAT1
EP300	EDN1
EP300	HIF1A
EP300	SP1
HIF1A	EDN1
MAPK1	EGF
MAPK1	EP300
MAPK1	HIF1A
MAPK1	SP1
MAPK1	STAT1
OSM	EDN1
OSM	MAPK1
OSM	STAT1
STAT1	HIF1A
STAT1	MAPK1
CTCF	MIF
EP300	MIF
HIF1A	MIF
SP1	MIF
