from	to
IFNA1	NFKB1
IFNA1	STAT1
IFNL1	IFNA1
IFNL1	STAT1
NFKB1	IFNA1
NFKB1	RELA
RELA	IFNA1
RELA	NFKB1
STAT1	IRF1
STAT1	RELA
IRF1	CXCL10
NFKB1	CXCL10
RELA	CXCL10
STAT1	CXCL10
