from	to
EP300	MYC
EP300	NFKB1
IL1B	NFKB1
IL1B	NR2C2
IL1B	PRKCA
IL1B	STK11
MYC	NFKB1
NFKB1	MYC
NR2C2	HNF4A
PRKCA	EP300
PRKCA	NFKB1
PRKCA	STK11
STK11	MYC
EP300	IL1RN
HNF4A	IL1RN
MYC	IL1RN
NFKB1	IL1RN
