from	to
EP300	HIF1A
EP300	SP1
HIF1A	TGFB2
IFNG	EP300
IFNG	KRT1
IFNG	TGFB2
IFNG	TXN
KRT1	HIF1A
SMAD6	CTCF
TGFB2	SMAD6
TXN	SP1
CTCF	MIF
EP300	MIF
HIF1A	MIF
SP1	MIF
