from	to
CDK2	EP300
CDK2	TP53
EP300	HIF1A
EP300	TP53
FGF10	CDK2
FGF10	MAPK1
FGF10	STAT1
HIF1A	TP53
MAPK1	CDK2
MAPK1	EP300
MAPK1	HIF1A
MAPK1	HNF4A
MAPK1	STAT1
MAPK1	TP53
STAT1	HIF1A
STAT1	MAPK1
TP53	CDK2
TP53	EP300
TP53	HIF1A
EP300	GDF15
HIF1A	GDF15
HNF4A	GDF15
TP53	GDF15
