from	to
EGR1	TP53
FOS	TP53
HGF	EGR1
HGF	SDC2
SDC2	FOS
SDC2	STAT1
TGFB1	HGF
TGFB1	SDC2
TGFB1	TP53
TP53	HGF
EGR1	FGF2
FOS	FGF2
STAT1	FGF2
TP53	FGF2
