from	to
BDNF	MAPK10
BDNF	MAPK8
BDNF	NFKB1
BDNF	NGFR
MAPK10	FOS
MAPK8	FOS
MAPK8	REL
MAPK8	RELA
NFKB1	FOS
NFKB1	RELA
NGFR	MAPK10
NGFR	MAPK8
NGFR	NFKB1
NGFR	RELA
RELA	FOS
RELA	NFKB1
FOS	CD40LG
NFKB1	CD40LG
REL	CD40LG
RELA	CD40LG
