from	to
AR	EGFR
EGFR	AR
EGFR	ERBB2
EGFR	NFKB1
EGFR	RELA
ERBB2	EGFR
ERBB2	NFKB1
ERBB2	RELA
NFKB1	RELA
RELA	AR
RELA	NFKB1
TGFA	EGFR
TGFA	ERBB2
AR	IL18
NFKB1	IL18
RELA	IL18
