from	to
EGR1	TP53
EP300	STAT3
EP300	TP53
PDGFB	PRKCD
PDGFB	SRC
PDGFB	STAT3
PDGFB	STK11
PRKCD	EP300
PRKCD	SRC
PRKCD	STAT3
PRKCD	TP53
SRC	HNF4A
SRC	PRKCD
SRC	STAT3
SRC	STK11
SRC	TP53
STAT3	EGR1
STAT3	SRC
STK11	TP53
TP53	EP300
EGR1	GDF15
EP300	GDF15
HNF4A	GDF15
TP53	GDF15
