from	to
MAPK3	MYC
MAPK3	TAL1
OSM	MAPK3
OSM	SOCS3
OSM	STAT6
SOCS3	MAPK3
SOCS3	TFDP1
STAT6	MYC
STAT6	SOCS3
TFDP1	MYC
TFDP1	TBP
MYC	IL13
TAL1	IL13
TBP	IL13
