from	to
EGF	ERBB4
EGF	JUN
EGF	MAPK14
EGF	SKP2
EP300	JUN
EP300	MYC
ERBB4	MYC
JUN	MYC
MAPK14	EP300
MAPK14	HNF4A
MAPK14	JUN
MAPK14	MYC
MAPK14	SKP2
SKP2	EP300
SKP2	MYC
EP300	IL1RN
HNF4A	IL1RN
JUN	IL1RN
MYC	IL1RN
