from	to
CDK12	TP53
EGF	CDK12
EGF	JUN
EGF	NFKB1
EGF	SKP2
EP300	JUN
EP300	NFKB1
EP300	TP53
JUN	TP53
NFKB1	JUN
NFKB1	TP53
SKP2	EP300
SKP2	TP53
TP53	EP300
TP53	NFKB1
EP300	IL1B
JUN	IL1B
NFKB1	IL1B
TP53	IL1B
