from	to
EP300	KAT5
EP300	NFKB1
FOXP3	NFKB1
GDNF	MAPK14
GDNF	NFKB1
GDNF	RET
KAT5	FOXP3
MAPK14	EP300
MAPK14	KAT5
MAPK14	NFKB1
MAPK14	RET
MAPK14	STAT1
RET	MAPK14
RET	STAT1
EP300	IL16
FOXP3	IL16
NFKB1	IL16
STAT1	IL16
