from	to
CDK2	AR
CDK2	ATF2
CDK2	E2F1
CDK2	MYC
E2F1	AR
E2F1	MYC
FGF10	CDK2
MYC	E2F1
AR	TGFB2
ATF2	TGFB2
E2F1	TGFB2
MYC	TGFB2
