from	to
AKT1	FOS
AKT1	JUN
AKT1	NFKB1
AKT1	SP1
FOS	JUN
JUN	FOS
JUN	SP1
LYN	FOS
LYN	JUN
LYN	NFKB1
NFKB1	FOS
NFKB1	JUN
PDGFD	AKT1
PDGFD	LYN
FOS	PDGFB
JUN	PDGFB
NFKB1	PDGFB
SP1	PDGFB
