from	to
CSF2	PRKACA
CSF2	PRKACG
CSF2	SDC2
EP300	E2F1
PRKACA	E2F1
PRKACA	EP300
PRKACA	HNF4A
PRKACG	EP300
SDC2	PRKACA
SDC2	STAT1
E2F1	TNFSF11
EP300	TNFSF11
HNF4A	TNFSF11
STAT1	TNFSF11
