from	to
AR	MAPK3
AR	STAT1
AR	STAT3
CSF3	IL2
CSF3	MAPK3
CSF3	STAT1
CSF3	STAT3
E2F1	AR
E2F1	MYC
IL2	MAPK3
IL2	MYC
IL2	STAT1
IL2	STAT3
MAPK3	AR
MAPK3	E2F1
MAPK3	MYC
MAPK3	STAT1
MAPK3	STAT3
MYC	E2F1
STAT1	GATA3
STAT1	MAPK3
STAT1	MYC
STAT1	STAT3
STAT3	AR
STAT3	MYC
STAT3	STAT1
AR	TGFB2
E2F1	TGFB2
GATA3	TGFB2
MYC	TGFB2
