from	to
AKT3	ESR2
EDN1	MAPK3
EDN1	SP1
MAPK3	E2F1
MAPK3	ESR2
MAPK3	FOXM1
MAPK3	SP1
SP1	E2F1
VEGFA	AKT3
VEGFA	E2F1
VEGFA	EDN1
VEGFA	MAPK3
E2F1	PDGFA
ESR2	PDGFA
FOXM1	PDGFA
SP1	PDGFA
