from	to
ATF2	IL4
EP300	ATF2
EP300	NFKB1
EP300	SGK1
EP300	STAT3
IL17A	ATF2
IL17A	NFKB1
IL17A	SGK1
IL17A	STAT3
IL4	IRF4
IL4	NFKB1
IL4	STAT3
NFKB1	IL4
PRKCA	ATF2
PRKCA	BATF
PRKCA	EP300
PRKCA	NFKB1
PRKCA	SGK1
PRKCA	STAT3
SGK1	EP300
SGK1	NFKB1
STAT3	PRKCA
BATF	IL16
EP300	IL16
IRF4	IL16
NFKB1	IL16
