from	to
CDK1	AR
CDK1	E2F4
CDK1	ESCO1
E2F4	CDK1
ESCO1	RAD21
GSK3B	AR
GSK3B	CDK1
GSK3B	LRP6
GSK3B	SMAD4
LRP6	GSK3B
LRP6	SMAD4
SMAD4	AR
SMAD4	E2F4
WNT3A	GSK3B
WNT3A	LRP6
AR	FGF1
E2F4	FGF1
RAD21	FGF1
