from	to
JUN	STAT3
MAPK8	JUN
MAPK8	RELA
MAPK8	STAT3
NFKB1	JUN
NFKB1	RELA
RELA	JUN
RELA	NFKB1
STAT3	MAPK8
TNFRSF1A	NFKB1
TNFRSF1A	RELA
TNFRSF8	NFKB1
TNFSF12	MAPK8
TNFSF12	STAT3
TNFSF12	TNFRSF1A
TNFSF12	TNFRSF8
JUN	CCL2
NFKB1	CCL2
RELA	CCL2
STAT3	CCL2
