from	to
LTA	MAP3K14
LTA	TNFRSF1A
LTA	TNFRSF1B
MAP3K14	NFKB1
MAP3K14	RELA
MAP3K14	STAT3
NFKB1	RELA
NFKB1	TNF
RELA	NFKB1
RELA	TNF
STAT1	RELA
STAT1	STAT3
STAT3	STAT1
STAT3	TNF
TNF	MAP3K14
TNF	NFKB1
TNF	RELA
TNF	STAT1
TNF	STAT3
TNF	TNFRSF1A
TNF	TNFRSF1B
TNFRSF1A	MAP3K14
TNFRSF1A	NFKB1
TNFRSF1A	RELA
TNFRSF1A	TNF
TNFRSF1A	TNFRSF1B
TNFRSF1B	MAP3K14
TNFRSF1B	TNF
TNFRSF1B	TNFRSF1A
NFKB1	CCL2
RELA	CCL2
STAT1	CCL2
STAT3	CCL2
