from	to
AR	EGFR
AR	ESR1
EGFR	AR
EGFR	ESR1
ESR1	AR
TGFB1	AR
TGFB1	EGFR
TGFB1	TP53
TP53	AR
TP53	EGFR
TP53	ESR1
AR	LIF
ESR1	LIF
TP53	LIF
