from	to
FOS	JUN
IL2	FOXP3
IL2	JUN
IL2	NFATC2
IL2	STAT1
JUN	FOS
NFATC2	FOS
NFATC2	JUN
FOS	IL12B
FOXP3	IL12B
JUN	IL12B
STAT1	IL12B
