from	to
IL10	MAPK1
IL10	PIK3CA
IL10	STAT1
IL10	VEGFA
MAPK1	E2F1
MAPK1	ESR2
MAPK1	SP1
MAPK1	STAT1
PIK3CA	MAPK1
PIK3CA	SP1
SP1	E2F1
SP1	VEGFA
STAT1	MAPK1
STAT1	VEGFA
STAT1	WT1
VEGFA	E2F1
VEGFA	MAPK1
VEGFA	PIK3CA
E2F1	PDGFA
ESR2	PDGFA
SP1	PDGFA
WT1	PDGFA
