from	to
BRMS1	EP300
CREB1	TAF1
EP300	MYC
MAPK14	CREB1
MAPK14	EP300
MAPK14	HNF4A
MAPK14	MYC
TNF	BRMS1
TNF	CREB1
TNF	MAPK14
TNF	TNIK
TNIK	MYC
EP300	IL1RN
HNF4A	IL1RN
MYC	IL1RN
TAF1	IL1RN
