from	to
GH1	STAT3
GH1	STAT5A
GH1	STAT5B
IL12B	STAT3
IL12B	STAT5A
IL1B	GH1
IL1B	IL12B
STAT3	OSM
STAT5A	OSM
STAT5B	OSM
