from	to
AKT3	ESR1
AKT3	JUN
ANGPT1	NFKB1
ANGPT1	RELA
ESR1	JUN
FGF13	JUN
JUN	ESR1
NFKB1	JUN
NFKB1	RELA
RELA	JUN
RELA	NFKB1
VEGFA	AKT3
VEGFA	ANGPT1
VEGFA	FGF13
ESR1	CXCL8
JUN	CXCL8
NFKB1	CXCL8
RELA	CXCL8
