from	to
BMP2	FGFR3
BMP2	MAPK14
BMP2	SMO
FGFR3	STAT3
MAPK14	SP1
MAPK14	STAT3
MAPK14	TP53
SMO	SP1
SP1	HGF
STAT3	HGF
TP53	HGF
