from	to
B2M	JUN
CIITA	TAF1
EP300	JUN
EP300	SP1
IFNG	B2M
IFNG	CIITA
IFNG	EP300
IFNG	TXN
JUN	SP1
TAF1	JUN
TXN	SP1
EP300	IL7
JUN	IL7
SP1	IL7
TAF1	IL7
