from	to
AR	ESR1
E2F1	AR
E2F1	MAPK14
ESR1	AR
ESR1	ESR2
ESR2	ESR1
GDNF	MAPK14
GDNF	RET
MAPK14	AR
MAPK14	E2F1
MAPK14	ESR1
MAPK14	RET
RET	ESR1
RET	MAPK14
AR	EGF
E2F1	EGF
ESR1	EGF
ESR2	EGF
