from	to
CSF2	MAPK1
CSF2	PRKACA
CSF2	PRKACB
CSF2	TLR2
MAPK1	ESR1
MAPK1	HNF4A
MAPK1	PRKACA
MAPK1	SP1
MAPK1	TP53
PRKACA	ESR1
PRKACA	HNF4A
PRKACA	MAPK1
PRKACA	TP53
PRKACB	MAPK1
PRKACB	TP53
TLR2	ESR1
TP53	ESR1
ESR1	TGFA
HNF4A	TGFA
SP1	TGFA
TP53	TGFA
