from	to
ANGPT1	NFKB1
EP300	HIF1A
EP300	JUN
EP300	NFKB1
EP300	TP53
FGF13	JUN
HIF1A	TP53
JUN	TP53
NFKB1	JUN
NFKB1	TP53
PRKAB1	EP300
PRKAB1	HIF1A
TP53	EP300
TP53	HIF1A
TP53	NFKB1
TP53	PRKAB1
VEGFA	ANGPT1
VEGFA	FGF13
VEGFA	HIF1A
VEGFA	PRKAB1
EP300	IL1B
JUN	IL1B
NFKB1	IL1B
TP53	IL1B
