from	to
AGER	CCNB1
AGER	MAPK7
AGER	NFKB1
CCNB1	TBP
HMGB1	AGER
HMGB1	MOK
HMGB1	NFKB1
HMGB1	SRC
MAPK7	CCNB1
MAPK7	CEBPB
MAPK7	ETS1
MOK	CCNB1
SRC	ETS1
SRC	NFKB1
CEBPB	IL5
ETS1	IL5
NFKB1	IL5
TBP	IL5
