from	to
AR	ESR1
ESR1	AR
FER	AR
FGFR2	ESR1
PDGFB	FER
PDGFB	FGFR2
PDGFB	STK11
STK11	TP53
TP53	AR
TP53	ESR1
AR	LIF
ESR1	LIF
TP53	LIF
