from	to
CD40	EP300
CD40	MAPK1
CD40	TP53
EP300	RELA
EP300	TP53
IL10	CD40
IL10	IL1A
IL10	MAPK1
IL1A	MAPK1
IL1A	RELA
MAPK1	EP300
MAPK1	HNF4A
MAPK1	RELA
MAPK1	TP53
TP53	EP300
TP53	RELA
EP300	GDF15
HNF4A	GDF15
RELA	GDF15
TP53	GDF15
