from	to
EP300	NFKB1
EP300	RELA
EP300	TP53
IL1B	NFKB1
IL1B	PLA2G6
IL1B	PRKCA
IL1B	RELA
NFKB1	RELA
NFKB1	TP53
PLA2G6	TP53
PRKCA	EP300
PRKCA	NFKB1
PRKCA	PLA2G6
PRKCA	RELA
PRKCA	TP53
RELA	NFKB1
TP53	EP300
TP53	NFKB1
TP53	RELA
EP300	IL1B
NFKB1	IL1B
RELA	IL1B
TP53	IL1B
