from	to
EDN1	AR
HIF1A	EDN1
HIF1A	TP53
TP53	AR
TP53	HIF1A
VEGFA	EDN1
VEGFA	HIF1A
AR	KITLG
HIF1A	KITLG
TP53	KITLG
